joint_0,joint_1,joint_2,joint_3,joint_4,joint_5,joint_6,joint_7,joint_8,joint_9,joint_10,joint_11,joint_12,joint_13,joint_14,joint_15,joint_16,joint_17,joint_18,joint_19,joint_20,joint_21,joint_22,joint_23,joint_24,joint_25,joint_26,joint_27,joint_28
0.088267,0.035439,-0.046993,0.157160,-0.207290,0.066581,0.269423,-0.087275,0.146982,0.270804,0.478089,0.004628,0.000439,-0.454236,-0.462585,0.202467,-0.324371,0.094577,-0.137309,-0.320281,0.361862,0.691408,0.573331,-0.604894,0.497220,-0.101276,-0.058008,0.004822,-0.016649
0.091155,0.030665,-0.039170,0.149969,-0.217001,0.065775,0.271270,-0.106602,0.145803,0.257146,0.488717,0.008024,0.000937,-0.449142,-0.469889,0.214297,-0.327821,0.095023,-0.137428,-0.308758,0.352222,0.636661,0.526178,-0.625049,0.525415,-0.108614,-0.065092,0.014453,-0.017938
0.094223,0.026229,-0.031388,0.142126,-0.224910,0.064481,0.270326,-0.125898,0.144313,0.242871,0.498693,0.011514,0.001294,-0.444158,-0.476569,0.226351,-0.331433,0.095835,-0.136652,-0.296769,0.342345,0.582000,0.478131,-0.643210,0.552889,-0.115508,-0.071690,0.022991,-0.016287
0.097652,0.022469,-0.023689,0.132982,-0.229214,0.062210,0.263801,-0.145132,0.142200,0.227364,0.507364,0.015190,0.001371,-0.439396,-0.482002,0.238852,-0.335368,0.097378,-0.134087,-0.283848,0.331994,0.527511,0.428296,-0.657386,0.578918,-0.121516,-0.077318,0.029340,-0.008758
0.101921,0.025061,-0.016554,0.127235,-0.231524,0.058860,0.262385,-0.162454,0.139533,0.214239,0.517420,0.016528,0.000296,-0.433603,-0.489713,0.250571,-0.339516,0.097562,-0.129027,-0.271919,0.324405,0.470208,0.377554,-0.669321,0.604338,-0.127637,-0.082394,0.033181,-0.001986
0.106610,0.030831,-0.009700,0.123187,-0.232837,0.054971,0.263523,-0.178821,0.136589,0.202305,0.528167,0.016695,-0.001354,-0.427294,-0.498564,0.261898,-0.343771,0.097069,-0.122720,-0.260485,0.318195,0.411498,0.326359,-0.680137,0.629452,-0.133816,-0.087194,0.035767,0.004408
0.112222,0.040534,-0.004295,0.120830,-0.232988,0.050375,0.268666,-0.195776,0.133688,0.191941,0.539413,0.015372,-0.001596,-0.424221,-0.505779,0.270088,-0.347324,0.094957,-0.114081,-0.248114,0.312505,0.348548,0.267340,-0.702400,0.668179,-0.140180,-0.093115,0.031592,0.016070
0.118002,0.051619,0.001135,0.118465,-0.233070,0.045572,0.272623,-0.212279,0.130136,0.182471,0.550013,0.013623,-0.002726,-0.421737,-0.511436,0.278059,-0.351519,0.092191,-0.104960,-0.235738,0.306652,0.286798,0.210674,-0.721716,0.699724,-0.145651,-0.098108,0.026466,0.027482
0.124118,0.065468,0.006612,0.116081,-0.233011,0.040355,0.274208,-0.227878,0.125282,0.174786,0.559322,0.011022,-0.005630,-0.420432,-0.513973,0.285591,-0.356997,0.088115,-0.094873,-0.223350,0.300473,0.227448,0.158714,-0.735140,0.716905,-0.149338,-0.101243,0.019438,0.038393
0.128078,0.080325,0.011836,0.114084,-0.232192,0.034824,0.275247,-0.243020,0.119945,0.169748,0.566771,0.006273,-0.008585,-0.420487,-0.514692,0.289000,-0.359458,0.082151,-0.081335,-0.210944,0.294578,0.166746,0.107314,-0.757223,0.746405,-0.155780,-0.107114,0.010677,0.048861
0.130960,0.095687,0.016934,0.112280,-0.230994,0.029137,0.276012,-0.257934,0.114366,0.166035,0.573291,0.000450,-0.011564,-0.421221,-0.514503,0.290346,-0.360410,0.075243,-0.066070,-0.198530,0.288826,0.105369,0.056194,-0.783636,0.782064,-0.163598,-0.114353,0.001051,0.059106
0.133192,0.111796,0.021372,0.110655,-0.228005,0.023318,0.278671,-0.269376,0.109129,0.164129,0.568360,-0.006167,-0.017605,-0.423359,-0.512951,0.293867,-0.363914,0.067529,-0.048716,-0.187830,0.282149,0.051303,0.012250,-0.799609,0.797205,-0.168619,-0.120401,-0.011806,0.060754
0.134044,0.128035,0.026077,0.109331,-0.225519,0.017421,0.281658,-0.281833,0.104071,0.163589,0.560585,-0.013707,-0.023960,-0.424604,-0.510684,0.296510,-0.366746,0.059737,-0.030764,-0.177860,0.276448,-0.000721,-0.030258,-0.814965,0.813528,-0.174792,-0.127031,-0.023862,0.062152
0.132139,0.144534,0.031317,0.108607,-0.224038,0.011367,0.285298,-0.296320,0.099372,0.165781,0.547124,-0.023093,-0.030942,-0.424066,-0.506986,0.297396,-0.368234,0.051787,-0.011618,-0.169348,0.272698,-0.048663,-0.069891,-0.829083,0.832214,-0.183271,-0.134828,-0.034314,0.063049
0.127681,0.159489,0.036431,0.109073,-0.221440,0.005216,0.287236,-0.309116,0.094906,0.171669,0.531895,-0.032310,-0.039710,-0.423040,-0.503842,0.298909,-0.371611,0.042723,0.005244,-0.160533,0.267977,-0.093827,-0.107218,-0.840390,0.841233,-0.191959,-0.142893,-0.043975,0.061636
0.121946,0.173673,0.041483,0.110134,-0.218283,-0.000983,0.288324,-0.321067,0.090556,0.179404,0.515783,-0.041444,-0.049371,-0.421771,-0.500974,0.300736,-0.375932,0.033101,0.020964,-0.151566,0.262771,-0.137602,-0.143391,-0.850292,0.845419,-0.200753,-0.151093,-0.053241,0.059066
0.115141,0.188562,0.047529,0.114149,-0.213447,-0.007138,0.294721,-0.332744,0.093455,0.189157,0.489391,-0.054430,-0.063753,-0.416218,-0.496767,0.301152,-0.380865,0.026197,0.034218,-0.138264,0.256086,-0.180485,-0.178650,-0.861231,0.838248,-0.212331,-0.155927,-0.057467,0.058830
0.108129,0.200808,0.053024,0.119581,-0.208255,-0.012489,0.302089,-0.342232,0.093757,0.199432,0.465948,-0.065015,-0.076115,-0.410822,-0.493033,0.300133,-0.384490,0.019785,0.046166,-0.126794,0.250490,-0.218868,-0.210673,-0.872120,0.834217,-0.223545,-0.161389,-0.062080,0.057861
0.100703,0.207766,0.057417,0.127847,-0.202351,-0.016233,0.311401,-0.347342,0.088866,0.210750,0.448400,-0.070796,-0.084440,-0.405738,-0.490241,0.296247,-0.385502,0.014358,0.055502,-0.118985,0.247073,-0.248250,-0.236226,-0.882910,0.836467,-0.234026,-0.168105,-0.067468,0.055424
0.092059,0.218064,0.060561,0.139695,-0.192049,-0.018089,0.320200,-0.351207,0.090484,0.226108,0.422630,-0.078535,-0.094358,-0.401794,-0.485176,0.292789,-0.386666,0.009460,0.062245,-0.109299,0.244191,-0.274422,-0.264079,-0.897336,0.851160,-0.243375,-0.175645,-0.073310,0.053445
0.082805,0.230032,0.063082,0.153335,-0.179548,-0.019001,0.328742,-0.354449,0.095355,0.243487,0.392750,-0.087254,-0.105072,-0.398421,-0.478975,0.289545,-0.387906,0.004825,0.067691,-0.098673,0.241578,-0.298988,-0.293084,-0.913580,0.872075,-0.252158,-0.183598,-0.079378,0.051696
0.074315,0.233109,0.064539,0.168348,-0.170777,-0.019263,0.336581,-0.351079,0.092761,0.259593,0.378233,-0.089210,-0.109623,-0.393435,-0.473541,0.281228,-0.386627,0.005150,0.071336,-0.091027,0.239753,-0.317917,-0.313842,-0.929887,0.881060,-0.263095,-0.188770,-0.076222,0.053508
0.065537,0.236431,0.065074,0.183976,-0.160951,-0.018416,0.343227,-0.346807,0.091013,0.276398,0.364114,-0.091279,-0.114124,-0.389595,-0.468288,0.274073,-0.386024,0.006192,0.074503,-0.083879,0.238118,-0.334879,-0.334153,-0.945817,0.892207,-0.273591,-0.194847,-0.071615,0.053215
0.056184,0.240243,0.063765,0.200832,-0.149012,-0.015348,0.347485,-0.340734,0.090954,0.294600,0.350793,-0.093575,-0.118524,-0.388046,-0.463398,0.269243,-0.386774,0.008668,0.076714,-0.077724,0.236862,-0.347907,-0.353567,-0.960990,0.907680,-0.283208,-0.202736,-0.064105,0.048712
0.046766,0.243200,0.060058,0.216572,-0.137418,-0.011193,0.350530,-0.333555,0.092393,0.312764,0.339704,-0.096293,-0.121861,-0.387590,-0.460457,0.265521,-0.388256,0.012482,0.076906,-0.073305,0.236139,-0.357291,-0.370905,-0.975192,0.923443,-0.290850,-0.209655,-0.057285,0.043422
0.037315,0.245730,0.055151,0.231753,-0.125997,-0.006496,0.352968,-0.325823,0.094580,0.330910,0.329732,-0.099223,-0.124668,-0.387682,-0.458492,0.262355,-0.390104,0.016964,0.076090,-0.069753,0.235682,-0.364853,-0.387204,-0.988907,0.939351,-0.297503,-0.216089,-0.050812,0.037740
0.027653,0.246747,0.045711,0.247621,-0.111998,0.000339,0.358762,-0.316211,0.096746,0.349202,0.319928,-0.102738,-0.125726,-0.388500,-0.455537,0.261716,-0.392835,0.024689,0.074077,-0.068674,0.232536,-0.372057,-0.401184,-1.003592,0.952861,-0.301108,-0.217768,-0.050183,0.039403
0.018704,0.247582,0.036780,0.261755,-0.099475,0.007136,0.362201,-0.307752,0.099342,0.366413,0.311780,-0.105736,-0.125670,-0.389436,-0.452425,0.262002,-0.396136,0.031378,0.071888,-0.067349,0.229497,-0.377596,-0.414903,-1.015765,0.966103,-0.303664,-0.219717,-0.049820,0.041189
0.011180,0.248056,0.028865,0.272423,-0.089904,0.013858,0.360934,-0.301601,0.102794,0.381464,0.306946,-0.107698,-0.123384,-0.390607,-0.448998,0.264140,-0.400578,0.035995,0.069346,-0.065533,0.226673,-0.379805,-0.428099,-1.022915,0.978811,-0.304125,-0.222207,-0.049990,0.043219
0.004046,0.247306,0.022040,0.280579,-0.080387,0.020159,0.358874,-0.293076,0.105484,0.393197,0.301795,-0.109029,-0.119488,-0.389932,-0.445123,0.266438,-0.404723,0.039071,0.067344,-0.064035,0.224926,-0.381466,-0.437356,-1.027747,0.988713,-0.304016,-0.223266,-0.051054,0.044938
-0.002891,0.245943,0.015760,0.287479,-0.070896,0.026250,0.356418,-0.283365,0.107791,0.403272,0.296487,-0.110044,-0.114787,-0.388334,-0.441024,0.268815,-0.408720,0.041376,0.065611,-0.062697,0.223720,-0.382852,-0.444644,-1.031420,0.997212,-0.303622,-0.223609,-0.052564,0.046503
-0.008368,0.244600,0.010790,0.290751,-0.063364,0.030653,0.353873,-0.273823,0.109654,0.410843,0.294577,-0.110506,-0.108773,-0.387610,-0.438198,0.269872,-0.412232,0.042181,0.064238,-0.060999,0.223688,-0.385232,-0.451354,-1.033446,1.007512,-0.303122,-0.223903,-0.054042,0.046853
-0.013553,0.243105,0.006151,0.293186,-0.056661,0.034522,0.351855,-0.265504,0.111320,0.418093,0.293249,-0.110543,-0.102885,-0.387284,-0.435951,0.270809,-0.416053,0.042764,0.062769,-0.059693,0.223710,-0.388879,-0.458034,-1.036392,1.016814,-0.302418,-0.223608,-0.056713,0.048251
-0.018154,0.241306,0.002177,0.293949,-0.051613,0.037327,0.350889,-0.259632,0.112593,0.424699,0.293082,-0.109732,-0.097247,-0.387756,-0.434862,0.271506,-0.420495,0.042904,0.061109,-0.059175,0.223839,-0.395063,-0.464655,-1.041176,1.024119,-0.301307,-0.222135,-0.061769,0.051747
-0.022526,0.239646,-0.000841,0.294111,-0.047187,0.039736,0.348964,-0.254946,0.113498,0.430935,0.293236,-0.107771,-0.092489,-0.389570,-0.434064,0.271959,-0.425087,0.042620,0.059510,-0.059053,0.223848,-0.401053,-0.470410,-1.045466,1.028596,-0.298771,-0.220013,-0.068246,0.055132
-0.026785,0.238056,-0.003380,0.293972,-0.043072,0.041949,0.346561,-0.250853,0.114219,0.436986,0.293551,-0.105234,-0.088172,-0.392055,-0.433412,0.272290,-0.429756,0.042124,0.057941,-0.059130,0.223797,-0.406945,-0.475731,-1.049510,1.031657,-0.295524,-0.217567,-0.075434,0.058464
-0.030976,0.234672,-0.004819,0.291782,-0.040315,0.043499,0.342792,-0.245161,0.113864,0.438970,0.295664,-0.102348,-0.084576,-0.391360,-0.433115,0.270646,-0.432775,0.040916,0.057700,-0.058802,0.223819,-0.413456,-0.479648,-1.053100,1.033613,-0.295034,-0.216492,-0.078215,0.059640
-0.034883,0.231476,-0.006419,0.290004,-0.037623,0.045284,0.338968,-0.240101,0.113578,0.440753,0.297939,-0.099154,-0.081264,-0.391592,-0.433226,0.269377,-0.435673,0.040030,0.057128,-0.058569,0.223381,-0.419498,-0.483630,-1.055900,1.035692,-0.294340,-0.216443,-0.081132,0.060300
-0.038222,0.228657,-0.008342,0.289050,-0.035060,0.047537,0.335031,-0.236303,0.113432,0.442131,0.300540,-0.095344,-0.078519,-0.393680,-0.434150,0.268856,-0.438328,0.039790,0.055899,-0.058529,0.222022,-0.424605,-0.487744,-1.057117,1.038015,-0.293238,-0.218449,-0.084323,0.059928
-0.041026,0.224834,-0.010192,0.288978,-0.032782,0.049571,0.332124,-0.232209,0.113916,0.442164,0.304943,-0.091010,-0.075840,-0.395397,-0.436022,0.267167,-0.439423,0.040223,0.054590,-0.059237,0.221060,-0.428918,-0.491192,-1.059015,1.039731,-0.292123,-0.220411,-0.086754,0.059362
-0.043561,0.220509,-0.012006,0.289347,-0.030646,0.051495,0.329733,-0.227966,0.114715,0.441525,0.310247,-0.086414,-0.073193,-0.396929,-0.438368,0.264894,-0.439738,0.040994,0.053242,-0.060319,0.220296,-0.432835,-0.494307,-1.061254,1.041145,-0.291002,-0.222353,-0.088806,0.058698
-0.046920,0.215739,-0.014578,0.291946,-0.028206,0.054384,0.326967,-0.224499,0.115810,0.441536,0.316490,-0.081868,-0.069692,-0.397131,-0.441178,0.262067,-0.438381,0.041993,0.052244,-0.061341,0.219695,-0.435393,-0.498149,-1.068558,1.048176,-0.291706,-0.227029,-0.089968,0.056822
-0.050105,0.210808,-0.017252,0.294612,-0.025786,0.057121,0.324307,-0.220308,0.117122,0.441928,0.323766,-0.077119,-0.066152,-0.398241,-0.444409,0.259289,-0.437010,0.043282,0.051296,-0.062366,0.219159,-0.437788,-0.502507,-1.076041,1.055017,-0.292423,-0.231422,-0.091021,0.054975
-0.052940,0.205556,-0.020131,0.297416,-0.023404,0.059551,0.321863,-0.214669,0.118869,0.443084,0.333107,-0.071963,-0.062536,-0.401169,-0.448482,0.256608,-0.435612,0.045149,0.050446,-0.063400,0.218753,-0.439858,-0.507897,-1.083880,1.061477,-0.293170,-0.235245,-0.091858,0.053185
-0.056760,0.199437,-0.023493,0.301105,-0.021451,0.061726,0.321524,-0.209265,0.120223,0.446116,0.342128,-0.066899,-0.058176,-0.403979,-0.453424,0.253552,-0.433543,0.046791,0.050405,-0.063935,0.218492,-0.441699,-0.512868,-1.092086,1.068706,-0.294887,-0.237790,-0.092699,0.052529
-0.061073,0.192884,-0.027097,0.305236,-0.019712,0.063774,0.322238,-0.203979,0.121382,0.450087,0.350989,-0.061882,-0.053445,-0.406731,-0.458801,0.250308,-0.431138,0.048320,0.050769,-0.064219,0.218304,-0.443424,-0.517632,-1.100477,1.076319,-0.297091,-0.239695,-0.093541,0.052439
-0.067093,0.187910,-0.031208,0.309769,-0.017404,0.065891,0.320702,-0.199083,0.122532,0.457172,0.360445,-0.057864,-0.048938,-0.412635,-0.465075,0.248809,-0.429615,0.050225,0.051300,-0.064303,0.219019,-0.443263,-0.523361,-1.107587,1.083591,-0.300006,-0.241671,-0.092128,0.051695
-0.073967,0.183055,-0.035724,0.314561,-0.015049,0.068078,0.318310,-0.194199,0.123580,0.465144,0.370028,-0.054541,-0.044572,-0.418332,-0.471136,0.247877,-0.428625,0.051621,0.051938,-0.064406,0.219843,-0.443527,-0.529973,-1.114377,1.090267,-0.303617,-0.244436,-0.090614,0.051122
-0.082549,0.178439,-0.041052,0.319870,-0.012598,0.070407,0.314204,-0.189338,0.124425,0.474890,0.379869,-0.052606,-0.040487,-0.423615,-0.476775,0.248080,-0.428699,0.051998,0.052791,-0.064549,0.220885,-0.444638,-0.538349,-1.120523,1.095754,-0.308623,-0.248777,-0.088899,0.050893
-0.093882,0.174318,-0.047923,0.326636,-0.011076,0.073013,0.309798,-0.187604,0.125172,0.486528,0.391037,-0.052841,-0.037044,-0.427239,-0.484966,0.250845,-0.430691,0.050382,0.053635,-0.066224,0.222345,-0.445755,-0.549108,-1.123959,1.101784,-0.313280,-0.255438,-0.087754,0.050483
-0.106593,0.170446,-0.055565,0.334129,-0.010019,0.075758,0.305243,-0.187434,0.125870,0.499111,0.402868,-0.054162,-0.033922,-0.430032,-0.494434,0.254891,-0.433643,0.047771,0.054475,-0.068665,0.224014,-0.446875,-0.561058,-1.126040,1.108085,-0.317764,-0.263260,-0.086894,0.049983
-0.120441,0.167820,-0.060031,0.337704,-0.012978,0.075644,0.300019,-0.190282,0.125165,0.512239,0.414034,-0.055838,-0.033051,-0.433067,-0.510013,0.261123,-0.440088,0.045120,0.054448,-0.069842,0.226885,-0.448257,-0.576344,-1.113576,1.107482,-0.320218,-0.265443,-0.089743,0.054878
-0.135932,0.166082,-0.062931,0.341643,-0.016412,0.074625,0.294660,-0.195170,0.123586,0.526968,0.425127,-0.057496,-0.034628,-0.436360,-0.525191,0.268181,-0.448391,0.043810,0.054181,-0.071394,0.229509,-0.450499,-0.592851,-1.099800,1.104181,-0.322352,-0.267784,-0.093475,0.060593
-0.154706,0.166123,-0.062700,0.346310,-0.020796,0.071796,0.289032,-0.204139,0.120257,0.544901,0.436074,-0.059117,-0.041100,-0.440170,-0.539567,0.276893,-0.460408,0.045179,0.053432,-0.073693,0.231639,-0.454462,-0.611798,-1.083398,1.095485,-0.323844,-0.270440,-0.098973,0.067951
-0.175439,0.169456,-0.057750,0.349191,-0.028282,0.066037,0.283682,-0.219860,0.113731,0.563337,0.446032,-0.059631,-0.054892,-0.440337,-0.554977,0.289492,-0.480297,0.047948,0.052515,-0.077899,0.233123,-0.460545,-0.634706,-1.059347,1.079325,-0.322501,-0.273323,-0.107848,0.077725
-0.197151,0.174434,-0.050440,0.351179,-0.037319,0.058811,0.278470,-0.238957,0.105607,0.582024,0.455495,-0.059591,-0.072343,-0.438684,-0.570903,0.304035,-0.504122,0.051417,0.051513,-0.083057,0.234284,-0.467687,-0.659595,-1.031471,1.059434,-0.319741,-0.276321,-0.118411,0.088707
-0.224708,0.188676,-0.031336,0.345321,-0.049136,0.047519,0.261748,-0.269525,0.091728,0.602612,0.461114,-0.053365,-0.105284,-0.439899,-0.584481,0.323877,-0.541579,0.053099,0.048079,-0.089178,0.234975,-0.478207,-0.694944,-0.992454,1.043033,-0.313756,-0.287279,-0.136540,0.099430
-0.252240,0.206741,-0.008907,0.335864,-0.062950,0.033299,0.244595,-0.305798,0.078930,0.621582,0.464506,-0.045792,-0.144587,-0.441649,-0.597325,0.344339,-0.583168,0.055974,0.043598,-0.097655,0.232656,-0.492013,-0.728809,-0.952529,1.019014,-0.307936,-0.301388,-0.155066,0.101599
-0.279720,0.232452,0.020177,0.319210,-0.080757,0.013227,0.226584,-0.353483,0.068297,0.637315,0.463443,-0.035526,-0.196616,-0.444468,-0.608701,0.366038,-0.633020,0.061235,0.037023,-0.110847,0.224319,-0.512389,-0.759709,-0.910790,0.979761,-0.302448,-0.321801,-0.174388,0.086660
-0.304470,0.268570,0.061077,0.289940,-0.098039,-0.014239,0.202029,-0.422649,0.059237,0.639120,0.455355,-0.025373,-0.269428,-0.438965,-0.608369,0.389733,-0.697019,0.065513,0.026748,-0.135931,0.213851,-0.540492,-0.789868,-0.884747,0.907483,-0.301246,-0.350454,-0.193856,0.038288
-0.327854,0.309892,0.107885,0.254363,-0.115057,-0.045401,0.174204,-0.502556,0.050963,0.633961,0.443756,-0.015277,-0.352633,-0.429302,-0.602183,0.414425,-0.768090,0.069298,0.014624,-0.166962,0.202318,-0.572459,-0.819656,-0.866554,0.818692,-0.302188,-0.383227,-0.213397,-0.026800
-0.345859,0.353288,0.159208,0.197419,-0.125458,-0.084040,0.136734,-0.583797,0.049168,0.608845,0.442715,-0.001754,-0.461112,-0.405755,-0.580230,0.443902,-0.848629,0.069961,-0.004402,-0.221325,0.191379,-0.599962,-0.816517,-0.887227,0.654318,-0.307354,-0.407254,-0.220196,-0.140580
-0.365589,0.389007,0.207372,0.138141,-0.132532,-0.120496,0.098845,-0.650517,0.047637,0.591652,0.446169,0.009757,-0.568036,-0.383778,-0.557096,0.473830,-0.925084,0.069932,-0.022083,-0.276230,0.182028,-0.628439,-0.809909,-0.911688,0.495975,-0.312446,-0.422407,-0.227958,-0.248327
-0.388772,0.409373,0.249218,0.074194,-0.132950,-0.152589,0.060119,-0.688193,0.046635,0.590308,0.458612,0.017246,-0.671851,-0.364945,-0.531600,0.504661,-0.993372,0.068520,-0.037077,-0.332219,0.175852,-0.658865,-0.796365,-0.943724,0.349691,-0.317389,-0.419811,-0.237647,-0.344006
-0.409711,0.412692,0.284410,0.013728,-0.133923,-0.176619,0.029521,-0.699068,0.045488,0.606453,0.491387,0.023807,-0.754800,-0.359749,-0.513138,0.530056,-1.036623,0.067227,-0.049729,-0.385865,0.179013,-0.685505,-0.782639,-0.963599,0.262038,-0.318047,-0.409857,-0.254038,-0.388895
-0.429528,0.407489,0.316275,-0.044995,-0.135172,-0.196618,0.002987,-0.696543,0.044269,0.631342,0.534328,0.029906,-0.827317,-0.361374,-0.498194,0.552732,-1.067354,0.065994,-0.061210,-0.438340,0.186842,-0.710252,-0.768823,-0.977394,0.203700,-0.316563,-0.396226,-0.273781,-0.408390
-0.452058,0.390287,0.335014,-0.107848,-0.133881,-0.211705,-0.023733,-0.666686,0.047773,0.680002,0.586049,0.029468,-0.865186,-0.375881,-0.490329,0.563337,-1.099370,0.054860,-0.057184,-0.477459,0.212217,-0.732862,-0.771818,-0.978277,0.186648,-0.316945,-0.390400,-0.294701,-0.389179
-0.474442,0.368911,0.354587,-0.163142,-0.128121,-0.224491,-0.043326,-0.631559,0.051017,0.726887,0.636920,0.026795,-0.901721,-0.392513,-0.487363,0.575721,-1.134975,0.048546,-0.051193,-0.514669,0.241147,-0.753518,-0.766664,-0.976105,0.153021,-0.313961,-0.376929,-0.322446,-0.359208
-0.496531,0.339186,0.375826,-0.203317,-0.113423,-0.232670,-0.048664,-0.585892,0.053739,0.770222,0.686093,0.019654,-0.935587,-0.413394,-0.494196,0.591661,-1.177761,0.051871,-0.041275,-0.548058,0.277186,-0.770269,-0.745212,-0.967821,0.086245,-0.304247,-0.348167,-0.363842,-0.307719
-0.511296,0.306663,0.391925,-0.241014,-0.091277,-0.228068,-0.056537,-0.528897,0.057306,0.800821,0.745282,0.006365,-0.949066,-0.436197,-0.480329,0.584191,-1.205025,0.057496,-0.031658,-0.570121,0.307683,-0.773965,-0.710243,-0.938378,0.043545,-0.299774,-0.324279,-0.384650,-0.264027
-0.522399,0.272742,0.405454,-0.277470,-0.065407,-0.217075,-0.065679,-0.466239,0.061295,0.825053,0.809478,-0.009996,-0.952351,-0.459963,-0.456111,0.565017,-1.224529,0.064269,-0.022192,-0.586522,0.335410,-0.771133,-0.668516,-0.898355,0.012883,-0.297922,-0.302830,-0.395164,-0.224232
-0.532076,0.266190,0.412254,-0.295145,-0.036102,-0.211136,-0.080231,-0.408767,0.058974,0.828856,0.806449,-0.020452,-0.968900,-0.468169,-0.464423,0.558188,-1.264228,0.060356,-0.023764,-0.620592,0.375937,-0.772716,-0.555870,-0.896037,-0.033409,-0.294396,-0.272486,-0.410158,-0.191066
-0.541923,0.263998,0.418721,-0.305703,-0.013339,-0.203968,-0.092558,-0.360397,0.057415,0.834882,0.800666,-0.040073,-0.983725,-0.476514,-0.471004,0.548258,-1.292516,0.058506,-0.026433,-0.650858,0.417625,-0.768556,-0.409355,-0.894475,-0.060432,-0.290451,-0.243218,-0.419139,-0.158261
-0.552111,0.270526,0.424523,-0.302029,-0.003660,-0.194342,-0.100432,-0.330229,0.057382,0.845354,0.789379,-0.078027,-0.995103,-0.485137,-0.474120,0.532125,-1.297982,0.060780,-0.031293,-0.673514,0.461639,-0.752911,-0.195099,-0.894427,-0.048916,-0.285669,-0.216103,-0.416094,-0.126175
-0.551907,0.285994,0.440120,-0.268606,0.019685,-0.182932,-0.076658,-0.274483,0.066064,0.853843,0.752962,-0.123973,-0.993958,-0.502920,-0.461663,0.523203,-1.274836,0.059350,-0.041722,-0.686523,0.538811,-0.717697,0.282956,-0.920050,-0.026247,-0.250710,-0.150434,-0.399415,-0.066994
-0.546506,0.305932,0.460615,-0.220308,0.049862,-0.170631,-0.037060,-0.205949,0.079103,0.861340,0.703980,-0.173915,-0.986552,-0.525283,-0.441420,0.517887,-1.237384,0.056069,-0.054934,-0.694707,0.632562,-0.672698,0.892912,-0.958509,0.001997,-0.200663,-0.065487,-0.375920,0.005735
-0.541063,0.316030,0.432107,-0.194055,0.036625,-0.137124,-0.052175,-0.188509,0.077993,0.849673,0.683345,-0.167152,-0.994422,-0.521865,-0.456174,0.494484,-1.167110,0.048055,-0.058882,-0.660736,0.610957,-0.651891,0.989983,-0.989176,0.076389,-0.203737,-0.066117,-0.322264,-0.046198
-0.533905,0.321323,0.399807,-0.160969,0.017095,-0.108435,-0.064044,-0.176573,0.079088,0.835010,0.670854,-0.162613,-0.991638,-0.520649,-0.470033,0.466777,-1.095616,0.046594,-0.058056,-0.615436,0.573160,-0.626045,0.996529,-1.019637,0.164186,-0.205800,-0.079230,-0.284310,-0.095018
-0.523316,0.317004,0.359923,-0.114216,-0.015024,-0.089380,-0.069423,-0.175644,0.084591,0.814357,0.674652,-0.162523,-0.967545,-0.523838,-0.482100,0.430461,-1.021684,0.058238,-0.047686,-0.547475,0.502981,-0.590120,0.822023,-1.049685,0.278792,-0.205844,-0.117312,-0.277760,-0.137614
-0.501300,0.316492,0.320517,-0.059983,-0.029891,-0.074223,-0.059128,-0.165412,0.088783,0.776393,0.650553,-0.165425,-0.927784,-0.514072,-0.484329,0.408053,-0.958611,0.067148,-0.040892,-0.492685,0.444769,-0.559479,0.628654,-1.068191,0.347201,-0.220922,-0.163876,-0.278634,-0.164063
-0.473570,0.317881,0.281350,-0.002010,-0.036132,-0.061015,-0.040997,-0.150527,0.092318,0.729773,0.612506,-0.169823,-0.880189,-0.497828,-0.481639,0.392600,-0.900969,0.074692,-0.035886,-0.444481,0.392540,-0.531481,0.425855,-1.080927,0.392513,-0.243517,-0.214682,-0.283220,-0.182438
-0.428310,0.304709,0.247197,0.049920,-0.051152,-0.052646,-0.018008,-0.158334,0.099938,0.672054,0.599431,-0.175956,-0.819630,-0.483033,-0.485960,0.387796,-0.829505,0.082184,-0.021333,-0.396560,0.345941,-0.514924,0.224515,-1.068503,0.433098,-0.260891,-0.245418,-0.281910,-0.164096
-0.387315,0.288756,0.213819,0.095983,-0.064336,-0.044109,0.003781,-0.163844,0.104497,0.620074,0.588543,-0.180262,-0.756809,-0.467811,-0.485333,0.384264,-0.759531,0.086135,-0.005242,-0.350657,0.305289,-0.503018,0.032107,-1.051055,0.477853,-0.277274,-0.272440,-0.279115,-0.140232
-0.354850,0.267242,0.181993,0.130315,-0.073845,-0.035236,0.023166,-0.164760,0.102931,0.579573,0.582028,-0.180913,-0.689461,-0.451735,-0.474811,0.383273,-0.692540,0.083006,0.013927,-0.308786,0.276534,-0.500414,-0.142435,-1.023554,0.530945,-0.291672,-0.292032,-0.273354,-0.105324
-0.325636,0.245045,0.156254,0.156764,-0.082886,-0.028367,0.045960,-0.163490,0.098561,0.549980,0.579752,-0.178369,-0.624613,-0.439476,-0.474075,0.390172,-0.634829,0.079387,0.030392,-0.275253,0.266929,-0.500687,-0.276882,-0.998414,0.597237,-0.298803,-0.295632,-0.258120,-0.068371
-0.298047,0.222506,0.133560,0.179272,-0.091692,-0.022500,0.070458,-0.161127,0.092788,0.525840,0.579593,-0.174227,-0.561016,-0.429125,-0.478233,0.401015,-0.581758,0.075523,0.045505,-0.245888,0.266899,-0.502398,-0.391280,-0.974453,0.670130,-0.302299,-0.291236,-0.238150,-0.030397
